packet_id,category,expected_choice,pred_choice,confidence,exact_correct,baseline_correct,policy_correct,raw_answer,model
pairwise_router_v119_0021_neither_correct_s60602_p121_t3,neither_correct,NEITHER,NEITHER,1.0,True,False,False,NEITHER,gemma4:26b
pairwise_router_v119_0022_neither_correct_s60602_p124_t2,neither_correct,NEITHER,NEITHER,1.0,True,False,False,NEITHER,gemma4:26b
pairwise_router_v119_0023_neither_correct_s60602_p126_t6,neither_correct,NEITHER,INVALID,,False,False,False,,gemma4:26b
pairwise_router_v119_0024_neither_correct_s60603_p15_t2,neither_correct,NEITHER,B,1.0,False,False,False,B,gemma4:26b
pairwise_router_v119_0025_neither_correct_s60603_p19_t7,neither_correct,NEITHER,NEITHER,1.0,True,False,False,NEITHER,gemma4:26b
pairwise_router_v119_0026_neither_correct_s60603_p41_t4,neither_correct,NEITHER,NEITHER,1.0,True,False,False,NEITHER,gemma4:26b
pairwise_router_v119_0027_neither_correct_s60603_p50_t2,neither_correct,NEITHER,B,1.0,False,False,False,B,gemma4:26b
pairwise_router_v119_0028_neither_correct_s60603_p53_t5,neither_correct,NEITHER,INVALID,,False,False,False,,gemma4:26b
pairwise_router_v119_0029_neither_correct_s60603_p54_t0,neither_correct,NEITHER,B,1.0,False,False,False,B,gemma4:26b
pairwise_router_v119_0030_neither_correct_s60603_p56_t5,neither_correct,NEITHER,INVALID,,False,False,False,,gemma4:26b
pairwise_router_v119_0031_neither_correct_s60603_p61_t7,neither_correct,NEITHER,INVALID,,False,False,False,,gemma4:26b
pairwise_router_v119_0032_neither_correct_s60603_p77_t6,neither_correct,NEITHER,INVALID,,False,False,False,,gemma4:26b
pairwise_router_v119_0033_neither_correct_s60603_p78_t6,neither_correct,NEITHER,INVALID,,False,False,False,,gemma4:26b
pairwise_router_v119_0034_neither_correct_s60603_p87_t1,neither_correct,NEITHER,INVALID,,False,False,False,,gemma4:26b
pairwise_router_v119_0035_neither_correct_s60603_p88_t3,neither_correct,NEITHER,INVALID,,False,False,False,,gemma4:26b
pairwise_router_v119_0036_neither_correct_s60603_p94_t5,neither_correct,NEITHER,NEITHER,1.0,True,False,False,NEITHER,gemma4:26b
pairwise_router_v119_0037_neither_correct_s60603_p120_t0,neither_correct,NEITHER,INVALID,,False,False,False,,gemma4:26b
pairwise_router_v119_0038_recovery_s60601_p12_t4,recovery,B,B,1.0,True,False,True,B,gemma4:26b
pairwise_router_v119_0039_recovery_s60601_p27_t0,recovery,B,INVALID,,False,False,True,,gemma4:26b
pairwise_router_v119_0040_recovery_s60601_p58_t1,recovery,B,INVALID,,False,False,True,,gemma4:26b
pairwise_router_v119_0041_recovery_s60601_p100_t0,recovery,B,INVALID,,False,False,True,,gemma4:26b
pairwise_router_v119_0042_recovery_s60601_p101_t0,recovery,B,B,1.0,True,False,True,B,gemma4:26b
pairwise_router_v119_0043_recovery_s60602_p43_t3,recovery,B,INVALID,,False,False,True,,gemma4:26b
pairwise_router_v119_0044_recovery_s60603_p7_t4,recovery,B,B,1.0,True,False,True,B,gemma4:26b
pairwise_router_v119_0045_recovery_s60603_p10_t3,recovery,B,A,1.0,False,False,True,A,gemma4:26b
pairwise_router_v119_0046_recovery_s60603_p19_t4,recovery,B,B,1.0,True,False,True,B,gemma4:26b
pairwise_router_v119_0047_recovery_s60603_p35_t1,recovery,B,B,1.0,True,False,True,B,gemma4:26b
pairwise_router_v119_0048_recovery_s60603_p39_t5,recovery,B,NEITHER,1.0,False,False,True,NEITHER,gemma4:26b
pairwise_router_v119_0049_recovery_s60603_p47_t2,recovery,B,INVALID,,False,False,True,,gemma4:26b
pairwise_router_v119_0050_recovery_s60603_p79_t5,recovery,B,A,1.0,False,False,True,A,gemma4:26b
pairwise_router_v119_0051_recovery_s60603_p83_t2,recovery,B,B,1.0,True,False,True,B,gemma4:26b
pairwise_router_v119_0052_recovery_s60603_p91_t2,recovery,B,B,1.0,True,False,True,B,gemma4:26b
pairwise_router_v119_0053_recovery_s60603_p94_t1,recovery,B,B,1.0,True,False,True,B,gemma4:26b
pairwise_router_v119_0054_recovery_s60603_p102_t3,recovery,B,B,1.0,True,False,True,B,gemma4:26b
pairwise_router_v119_0055_recovery_s60603_p107_t3,recovery,B,B,1.0,True,False,True,B,gemma4:26b
pairwise_router_v119_0056_recovery_s60603_p110_t4,recovery,B,NEITHER,1.0,False,False,True,NEITHER,gemma4:26b
pairwise_router_v119_0057_recovery_s60603_p111_t2,recovery,B,INVALID,,False,False,True,,gemma4:26b
pairwise_router_v119_0058_regression_s60601_p88_t0,regression,A,INVALID,,False,True,False,,gemma4:26b
pairwise_router_v119_0059_regression_s60602_p18_t4,regression,A,A,1.0,True,True,False,A,gemma4:26b
pairwise_router_v119_0060_regression_s60603_p14_t2,regression,A,A,1.0,True,True,False,A,gemma4:26b
pairwise_router_v119_0061_regression_s60603_p14_t4,regression,A,A,1.0,True,True,False,A,gemma4:26b
pairwise_router_v119_0062_regression_s60603_p14_t5,regression,A,A,1.0,True,True,False,A,gemma4:26b
pairwise_router_v119_0063_regression_s60603_p18_t1,regression,A,A,1.0,True,True,False,A,gemma4:26b
pairwise_router_v119_0064_regression_s60603_p18_t2,regression,A,A,1.0,True,True,False,A,gemma4:26b
pairwise_router_v119_0065_regression_s60603_p18_t3,regression,A,A,1.0,True,True,False,A,gemma4:26b
pairwise_router_v119_0066_regression_s60603_p18_t5,regression,A,A,1.0,True,True,False,A,gemma4:26b
pairwise_router_v119_0067_regression_s60603_p18_t6,regression,A,A,1.0,True,True,False,A,gemma4:26b
pairwise_router_v119_0068_regression_s60603_p63_t6,regression,A,A,1.0,True,True,False,A,gemma4:26b
pairwise_router_v119_0069_regression_s60603_p88_t4,regression,A,INVALID,,False,True,False,,gemma4:26b
pairwise_router_v119_0070_regression_s60603_p107_t4,regression,A,NEITHER,1.0,False,True,False,NEITHER,gemma4:26b
pairwise_router_v119_0071_regression_s60603_p112_t0,regression,A,A,1.0,True,True,False,A,gemma4:26b
pairwise_router_v119_0072_regression_s60603_p112_t1,regression,A,NEITHER,1.0,False,True,False,NEITHER,gemma4:26b
pairwise_router_v119_0073_regression_s60603_p112_t2,regression,A,A,1.0,True,True,False,A,gemma4:26b
pairwise_router_v119_0074_regression_s60603_p112_t3,regression,A,A,1.0,True,True,False,A,gemma4:26b
pairwise_router_v119_0075_regression_s60603_p112_t4,regression,A,NEITHER,1.0,False,True,False,NEITHER,gemma4:26b
pairwise_router_v119_0076_regression_s60603_p112_t5,regression,A,A,1.0,True,True,False,A,gemma4:26b
pairwise_router_v119_0077_regression_s60603_p112_t6,regression,A,A,1.0,True,True,False,A,gemma4:26b
