packet_id,category,expected_choice,pred_choice,confidence,exact_correct,baseline_correct,policy_correct,raw_answer,model
pairwise_router_v120_budget0_all_0015_both_correct_s60602_p2_t2,both_correct,BOTH,BOTH,1.0,True,True,True,BOTH,qwen3:14b
pairwise_router_v120_budget0_all_0016_both_correct_s60602_p2_t3,both_correct,BOTH,BOTH,1.0,True,True,True,BOTH,qwen3:14b
pairwise_router_v120_budget0_all_0017_both_correct_s60602_p2_t4,both_correct,BOTH,BOTH,1.0,True,True,True,BOTH,qwen3:14b
pairwise_router_v120_budget0_all_0018_both_correct_s60602_p2_t5,both_correct,BOTH,BOTH,1.0,True,True,True,BOTH,qwen3:14b
pairwise_router_v120_budget0_all_0019_both_correct_s60602_p2_t6,both_correct,BOTH,BOTH,1.0,True,True,True,BOTH,qwen3:14b
pairwise_router_v120_budget0_all_0020_both_correct_s60602_p2_t7,both_correct,BOTH,BOTH,1.0,True,True,True,BOTH,qwen3:14b
pairwise_router_v120_budget0_all_0021_both_correct_s60603_p2_t0,both_correct,BOTH,BOTH,1.0,True,True,True,BOTH,qwen3:14b
pairwise_router_v120_budget0_all_0022_both_correct_s60603_p2_t1,both_correct,BOTH,BOTH,1.0,True,True,True,BOTH,qwen3:14b
pairwise_router_v120_budget0_all_0023_both_correct_s60603_p2_t2,both_correct,BOTH,BOTH,1.0,True,True,True,BOTH,qwen3:14b
pairwise_router_v120_budget0_all_0024_both_correct_s60603_p2_t3,both_correct,BOTH,BOTH,1.0,True,True,True,BOTH,qwen3:14b
pairwise_router_v120_budget0_all_0025_both_correct_s60603_p2_t4,both_correct,BOTH,BOTH,1.0,True,True,True,BOTH,qwen3:14b
pairwise_router_v120_budget0_all_0026_both_correct_s60603_p2_t5,both_correct,BOTH,BOTH,1.0,True,True,True,BOTH,qwen3:14b
pairwise_router_v120_budget0_all_0027_both_correct_s60603_p2_t6,both_correct,BOTH,BOTH,1.0,True,True,True,BOTH,qwen3:14b
pairwise_router_v120_budget0_all_0028_both_correct_s60603_p2_t7,both_correct,BOTH,BOTH,1.0,True,True,True,BOTH,qwen3:14b
pairwise_router_v120_budget0_all_0029_both_correct_s60603_p101_t7,both_correct,BOTH,A,1.0,False,True,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0030_both_correct_s60603_p107_t1,both_correct,BOTH,NEITHER,0.95,False,True,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0031_both_correct_s60603_p107_t2,both_correct,BOTH,NEITHER,0.95,False,True,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0032_both_correct_s60603_p107_t6,both_correct,BOTH,NEITHER,0.95,False,True,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0033_both_correct_s60603_p107_t7,both_correct,BOTH,NEITHER,0.95,False,True,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0034_neither_correct_s60601_p1_t7,neither_correct,NEITHER,B,1,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0035_neither_correct_s60601_p15_t7,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0036_neither_correct_s60601_p75_t3,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0037_neither_correct_s60601_p75_t7,neither_correct,NEITHER,B,1,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0038_neither_correct_s60601_p78_t3,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0039_neither_correct_s60601_p88_t1,neither_correct,NEITHER,A,1.0,False,False,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0040_neither_correct_s60601_p88_t3,neither_correct,NEITHER,A,1.0,False,False,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0041_neither_correct_s60601_p88_t5,neither_correct,NEITHER,A,1.0,False,False,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0042_neither_correct_s60601_p88_t6,neither_correct,NEITHER,A,1.0,False,False,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0043_neither_correct_s60601_p88_t7,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0044_neither_correct_s60601_p102_t6,neither_correct,NEITHER,B,1,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0045_neither_correct_s60602_p11_t3,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0046_neither_correct_s60602_p16_t4,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0047_neither_correct_s60602_p46_t0,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0048_neither_correct_s60602_p46_t1,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0049_neither_correct_s60602_p46_t3,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0050_neither_correct_s60602_p69_t6,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0051_neither_correct_s60602_p95_t0,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0052_neither_correct_s60602_p95_t4,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0053_neither_correct_s60602_p95_t6,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0054_neither_correct_s60602_p114_t3,neither_correct,NEITHER,NEITHER,1.0,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0055_neither_correct_s60602_p114_t4,neither_correct,NEITHER,NEITHER,1.0,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0056_neither_correct_s60602_p114_t5,neither_correct,NEITHER,NEITHER,1.0,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0057_neither_correct_s60602_p114_t6,neither_correct,NEITHER,NEITHER,1.0,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0058_neither_correct_s60602_p121_t3,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0059_neither_correct_s60602_p124_t2,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0060_neither_correct_s60602_p126_t6,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0061_neither_correct_s60603_p1_t0,neither_correct,NEITHER,B,1,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0062_neither_correct_s60603_p1_t3,neither_correct,NEITHER,B,1,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0063_neither_correct_s60603_p1_t4,neither_correct,NEITHER,A,1.0,False,False,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0064_neither_correct_s60603_p1_t5,neither_correct,NEITHER,A,1.0,False,False,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0065_neither_correct_s60603_p1_t6,neither_correct,NEITHER,B,1,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0066_neither_correct_s60603_p1_t7,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0067_neither_correct_s60603_p15_t1,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0068_neither_correct_s60603_p15_t2,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0069_neither_correct_s60603_p15_t3,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0070_neither_correct_s60603_p15_t4,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0071_neither_correct_s60603_p15_t5,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0072_neither_correct_s60603_p15_t6,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0073_neither_correct_s60603_p15_t7,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0074_neither_correct_s60603_p16_t1,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0075_neither_correct_s60603_p16_t3,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0076_neither_correct_s60603_p16_t4,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0077_neither_correct_s60603_p16_t6,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0078_neither_correct_s60603_p16_t7,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0079_neither_correct_s60603_p19_t1,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0080_neither_correct_s60603_p19_t7,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0081_neither_correct_s60603_p28_t0,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0082_neither_correct_s60603_p28_t1,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0083_neither_correct_s60603_p28_t2,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0084_neither_correct_s60603_p28_t4,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0085_neither_correct_s60603_p28_t5,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0086_neither_correct_s60603_p28_t6,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0087_neither_correct_s60603_p28_t7,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0088_neither_correct_s60603_p41_t0,neither_correct,NEITHER,A,1.0,False,False,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0089_neither_correct_s60603_p41_t1,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0090_neither_correct_s60603_p41_t2,neither_correct,NEITHER,A,1.0,False,False,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0091_neither_correct_s60603_p41_t3,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0092_neither_correct_s60603_p41_t4,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0093_neither_correct_s60603_p41_t5,neither_correct,NEITHER,A,1.0,False,False,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0094_neither_correct_s60603_p41_t6,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0095_neither_correct_s60603_p41_t7,neither_correct,NEITHER,A,1.0,False,False,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0096_neither_correct_s60603_p47_t0,neither_correct,NEITHER,B,1,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0097_neither_correct_s60603_p47_t7,neither_correct,NEITHER,B,1,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0098_neither_correct_s60603_p49_t0,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0099_neither_correct_s60603_p49_t1,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0100_neither_correct_s60603_p49_t3,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0101_neither_correct_s60603_p49_t5,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0102_neither_correct_s60603_p49_t7,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0103_neither_correct_s60603_p50_t1,neither_correct,NEITHER,B,1,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0104_neither_correct_s60603_p50_t2,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0105_neither_correct_s60603_p53_t0,neither_correct,NEITHER,BOTH,1,False,False,False,BOTH,qwen3:14b
pairwise_router_v120_budget0_all_0106_neither_correct_s60603_p53_t1,neither_correct,NEITHER,B,1,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0107_neither_correct_s60603_p53_t5,neither_correct,NEITHER,B,1,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0108_neither_correct_s60603_p53_t6,neither_correct,NEITHER,B,1,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0109_neither_correct_s60603_p54_t0,neither_correct,NEITHER,B,1,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0110_neither_correct_s60603_p54_t1,neither_correct,NEITHER,B,1,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0111_neither_correct_s60603_p54_t5,neither_correct,NEITHER,B,1,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0112_neither_correct_s60603_p56_t5,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0113_neither_correct_s60603_p57_t0,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0114_neither_correct_s60603_p59_t1,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0115_neither_correct_s60603_p59_t2,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0116_neither_correct_s60603_p61_t1,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0117_neither_correct_s60603_p61_t7,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0118_neither_correct_s60603_p69_t0,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0119_neither_correct_s60603_p69_t2,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0120_neither_correct_s60603_p69_t3,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0121_neither_correct_s60603_p69_t4,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0122_neither_correct_s60603_p69_t6,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0123_neither_correct_s60603_p69_t7,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0124_neither_correct_s60603_p70_t4,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0125_neither_correct_s60603_p70_t6,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0126_neither_correct_s60603_p70_t7,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0127_neither_correct_s60603_p77_t6,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0128_neither_correct_s60603_p77_t7,neither_correct,NEITHER,A,1.0,False,False,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0129_neither_correct_s60603_p78_t0,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0130_neither_correct_s60603_p78_t2,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0131_neither_correct_s60603_p78_t4,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0132_neither_correct_s60603_p78_t5,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0133_neither_correct_s60603_p78_t6,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0134_neither_correct_s60603_p78_t7,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0135_neither_correct_s60603_p79_t2,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0136_neither_correct_s60603_p81_t4,neither_correct,NEITHER,BOTH,1,False,False,False,BOTH,qwen3:14b
pairwise_router_v120_budget0_all_0137_neither_correct_s60603_p85_t0,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0138_neither_correct_s60603_p87_t1,neither_correct,NEITHER,B,1,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0139_neither_correct_s60603_p87_t2,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0140_neither_correct_s60603_p87_t5,neither_correct,NEITHER,A,1.0,False,False,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0141_neither_correct_s60603_p87_t7,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0142_neither_correct_s60603_p88_t0,neither_correct,NEITHER,A,1.0,False,False,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0143_neither_correct_s60603_p88_t1,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0144_neither_correct_s60603_p88_t3,neither_correct,NEITHER,A,1.0,False,False,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0145_neither_correct_s60603_p88_t5,neither_correct,NEITHER,A,1.0,False,False,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0146_neither_correct_s60603_p88_t7,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0147_neither_correct_s60603_p94_t0,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0148_neither_correct_s60603_p94_t4,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0149_neither_correct_s60603_p94_t5,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0150_neither_correct_s60603_p95_t0,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0151_neither_correct_s60603_p95_t1,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0152_neither_correct_s60603_p95_t2,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0153_neither_correct_s60603_p95_t3,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0154_neither_correct_s60603_p95_t4,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0155_neither_correct_s60603_p95_t5,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0156_neither_correct_s60603_p95_t6,neither_correct,NEITHER,B,1.0,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0157_neither_correct_s60603_p115_t0,neither_correct,NEITHER,B,1,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0158_neither_correct_s60603_p115_t2,neither_correct,NEITHER,B,1,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0159_neither_correct_s60603_p115_t4,neither_correct,NEITHER,B,1,False,False,False,B,qwen3:14b
pairwise_router_v120_budget0_all_0160_neither_correct_s60603_p120_t0,neither_correct,NEITHER,A,1.0,False,False,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0161_neither_correct_s60603_p120_t3,neither_correct,NEITHER,A,1.0,False,False,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0162_neither_correct_s60603_p120_t7,neither_correct,NEITHER,A,1.0,False,False,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0163_neither_correct_s60603_p121_t7,neither_correct,NEITHER,NEITHER,0.95,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0164_neither_correct_s60603_p124_t1,neither_correct,NEITHER,NEITHER,1.0,True,False,False,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0165_neither_correct_s60603_p124_t2,neither_correct,NEITHER,A,1.0,False,False,False,A,qwen3:14b
pairwise_router_v120_budget0_all_0166_recovery_s60601_p3_t0,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0167_recovery_s60601_p3_t1,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0168_recovery_s60601_p3_t2,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0169_recovery_s60601_p3_t3,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0170_recovery_s60601_p3_t4,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0171_recovery_s60601_p3_t5,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0172_recovery_s60601_p3_t6,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0173_recovery_s60601_p3_t7,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0174_recovery_s60601_p10_t0,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0175_recovery_s60601_p10_t1,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0176_recovery_s60601_p10_t2,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0177_recovery_s60601_p10_t3,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0178_recovery_s60601_p10_t4,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0179_recovery_s60601_p10_t6,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0180_recovery_s60601_p10_t7,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0181_recovery_s60601_p12_t0,recovery,B,NEITHER,1.0,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0182_recovery_s60601_p12_t1,recovery,B,NEITHER,1.0,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0183_recovery_s60601_p12_t2,recovery,B,NEITHER,1.0,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0184_recovery_s60601_p12_t3,recovery,B,NEITHER,1.0,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0185_recovery_s60601_p12_t4,recovery,B,NEITHER,1.0,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0186_recovery_s60601_p12_t5,recovery,B,NEITHER,1.0,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0187_recovery_s60601_p12_t6,recovery,B,NEITHER,1.0,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0188_recovery_s60601_p12_t7,recovery,B,NEITHER,1.0,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0189_recovery_s60601_p27_t0,recovery,B,NEITHER,0.95,False,False,True,NEITHER,qwen3:14b
pairwise_router_v120_budget0_all_0190_recovery_s60601_p29_t0,recovery,B,A,1.0,False,False,True,A,qwen3:14b
pairwise_router_v120_budget0_all_0191_recovery_s60601_p43_t6,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0192_recovery_s60601_p43_t7,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0193_recovery_s60601_p58_t0,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0194_recovery_s60601_p58_t1,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0195_recovery_s60601_p58_t2,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0196_recovery_s60601_p58_t3,recovery,B,B,1.0,True,False,True,B,qwen3:14b
pairwise_router_v120_budget0_all_0197_recovery_s60601_p58_t4,recovery,B,B,1.0,True,False,True,B,qwen3:14b
